source,filename,old_label,old_status,old_engine,old_score,old_evidence,new_label,new_status,new_score,new_runner_up_score,new_layer,new_evidence,changed
/Users/billcipher/Documents/pdf24_merged.pdf,pdf24_merged,Tin_hoc,subject,pdfplumber,220.0,body:tin hoc x4=64.0; body:mon tin x4=72.0; body:mon tin hoc x4=72.0; body:mang may tinh x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/poster_stem.pdf,poster_stem,Tin_hoc,subject,pdfplumber,42.0,body:html x2=20.0; body:css x1=9.0; body:thiet ke website x1=13.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/soạn ddàn ghita của lorcar.docx,soạn ddàn ghita của lorcar,Ngu_van,subject,docx,196.0,body:tho tu do x1=10.0; body:an du x1=10.0; body:tuồng x11=121.0; body:bi kich x5=55.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/soạn ddàn ghita của lorcar.pdf,soạn ddàn ghita của lorcar,Ngu_van,subject,pdfplumber,76.0,body:an du x1=10.0; body:tuồng x3=33.0; body:bi kich x3=33.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/stem-hóa.docx,stem-hóa,Hoa_hoc,subject,docx,225.0,body:hoa hoc x4=64.0; body:naoh x8=96.0; body:hcl x1=10.0; body:polymer x5=55.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/tai-lieu---bai-0306-100-cau-bai-tap-tu-luyen-1759242453503.pdf,tai-lieu---bai-0306-100-cau-bai-tap-tu-luyen-1759242453503,Vat_ly,subject,pdfplumber,960.0,body:van toc x5=40.0; body:tan so dao dong x1=12.0; body:dien tich x12=96.0; body:cuong do dong dien x24=312.0; body:mach dien xoay chieu x3=42.0; body:tu truong x16=208.0; body:tu thong x10=120.0; body:suat dien dong x10=130.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/tai-lieu---bang-dap-an-sach-phong-toa-hat-nhan-va-phong-xa-1774327497916.pdf,tai-lieu---bang-dap-an-sach-phong-toa-hat-nhan-va-phong-xa-1774327497916,Vat_ly,subject,filename,27.5,filename:phong xa x1=27.5,Vat_ly,subject,49.56,0.0,accentless,accentless:phong xa x1=49.6,False
/Users/billcipher/Documents/tai-lieu---de-tong-on-chuong-2---de-so-2-1753678181836.pdf,tai-lieu---de-tong-on-chuong-2---de-so-2-1753678181836,Ngu_van,subject,pdfplumber,143.0,body:tuồng x13=143.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/thuvienhoclieu.com-Bai-tap-trac-nghiem-xac-suat-theo-form-moi.docx,thuvienhoclieu.com-Bai-tap-trac-nghiem-xac-suat-theo-form-moi,Toan,subject,filename,55.0,filename:xac suat x1=25.0; filename_alias:xac suat x1=30.0,Toan,subject,54.28,0.0,accentless,accentless:xac suat x1=54.3,False
/Users/billcipher/Documents/tnmaker-1730877180463 (1).pdf,tnmaker-1730877180463 (1),_Khong_xac_dinh,unknown,pdfplumber,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/tnmaker-1730877180463.pdf,tnmaker-1730877180463,_Khong_xac_dinh,unknown,pdfplumber,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/tnmaker-1742806989403.pdf,tnmaker-1742806989403,_Khong_xac_dinh,unknown,pdfplumber,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/to_khai.docx,to_khai,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/toán (1).docx,toán (1),Toan,subject,docx,149.0,body:trung vi x1=10.0; body:tu phan vi x5=55.0; body:phuong sai x3=33.0; body:do lech chuan x1=11.0; body:mau so lieu x4=40.0,Toan,subject,40.0,0.0,accented,accented:toán x1=40.0,False
/Users/billcipher/Documents/toán (2).docx,toán (2),Toan,subject,docx,296.0,body:thong ke x4=40.0; body:trung vi x2=20.0; body:tu phan vi x9=99.0; body:phuong sai x4=44.0; body:do lech chuan x3=33.0; body:mau so lieu x6=60.0,Toan,subject,40.0,0.0,accented,accented:toán x1=40.0,False
/Users/billcipher/Documents/toán (2).pdf,toán (2),Toan,subject,pdfplumber,201.0,body:thong ke x1=10.0; body:trung vi x1=10.0; body:tu phan vi x6=66.0; body:phuong sai x3=33.0; body:do lech chuan x2=22.0; body:mau so lieu x6=60.0,Toan,subject,40.0,0.0,accented,accented:toán x1=40.0,False
/Users/billcipher/Documents/toán.docx,toán,Toan,subject,filename,30.0,filename_alias:toan x1=30.0,Toan,subject,40.0,0.0,accented,accented:toán x1=40.0,False
/Users/billcipher/Documents/ttnn N.docx,ttnn N,Ngu_van,subject,docx,201.0,body:nhan hoa x4=36.0; body:tuồng x15=165.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/vcn.pdf,vcn,Tin_hoc,subject,pdfplumber,16.0,body:tin hoc x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/xinjiang hopdoan 22-3107.pdf,xinjiang hopdoan 22-3107,_Khong_xac_dinh,unknown,pdfplumber,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/ĐA KIEM TRA QTSX1.docx,ĐA KIEM TRA QTSX1,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/ĐA KIEM TRA QTSX2.docx,ĐA KIEM TRA QTSX2,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/ĐA KIEM TRA QTSX3.docx,ĐA KIEM TRA QTSX3,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/ĐÁP ÁN VL11.pdf,ĐÁP ÁN VL11,Vat_ly,subject,pdfplumber,16.0,body:vat li x1=16.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐÁP ÁN ĐỀ HÓA 11 - GK2- 24-25.docx,ĐÁP ÁN ĐỀ HÓA 11 - GK2- 24-25,Hoa_hoc,subject,filename,30.0,filename_alias:hoa x1=30.0,Hoa_hoc,subject,38.0,0.0,accented,accented:hóa x1=38.0,False
/Users/billcipher/Documents/ĐÁP ÁN.docx,ĐÁP ÁN,_Khong_xac_dinh,unknown,docx,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/ĐỀ 1 CK226_1 (1).docx,ĐỀ 1 CK226_1 (1),Tieng_Anh,subject,docx,90.0,body:tieng anh x1=18.0; body:mark the letter x6=60.0; body:opposite in meaning x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐỀ 1 CK226_1.docx,ĐỀ 1 CK226_1,Tieng_Anh,subject,docx,90.0,body:tieng anh x1=18.0; body:mark the letter x6=60.0; body:opposite in meaning x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐỀ 1 CK226_1.pdf,ĐỀ 1 CK226_1,Tieng_Anh,subject,pdfplumber,80.0,body:tieng anh x1=18.0; body:mark the letter x5=50.0; body:opposite in meaning x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐỀ 2 Ck226_1.docx,ĐỀ 2 Ck226_1,Tieng_Anh,subject,docx,90.0,body:tieng anh x1=18.0; body:mark the letter x6=60.0; body:opposite in meaning x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐỀ 3 Ck226_1.docx,ĐỀ 3 Ck226_1,Tieng_Anh,subject,docx,90.0,body:tieng anh x1=18.0; body:mark the letter x6=60.0; body:opposite in meaning x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐỀ CƯƠNG ÔN TẬP KIỂM TRA CUỐI HK2 TIN 12.docx,ĐỀ CƯƠNG ÔN TẬP KIỂM TRA CUỐI HK2 TIN 12,Tin_hoc,subject,filename,30.0,filename_alias:tin x1=30.0,Tin_hoc,subject,34.0,0.0,accented,accented:tin x1=34.0,False
/Users/billcipher/Documents/ĐỀ CƯƠNG ÔN TẬP KIỂM TRA CUỐI HK2 TIN 12.pdf,ĐỀ CƯƠNG ÔN TẬP KIỂM TRA CUỐI HK2 TIN 12,Tin_hoc,subject,filename,30.0,filename_alias:tin x1=30.0,Tin_hoc,subject,34.0,0.0,accented,accented:tin x1=34.0,False
/Users/billcipher/Documents/ĐỀ CƯƠNG ÔN THI HK MÔN SINH 11-2024.pdf,ĐỀ CƯƠNG ÔN THI HK MÔN SINH 11-2024,Sinh_hoc,subject,filename,105.0,filename:mon sinh x1=45.0; filename_alias:sinh x1=30.0; filename_alias:mon sinh x1=30.0,Sinh_hoc,subject,97.0,0.0,accented,accented:môn sinh x1=59.0; accented:sinh x1=38.0,False
/Users/billcipher/Documents/ĐỀ ÔN TRƯỚC THI.docx,ĐỀ ÔN TRƯỚC THI,Toan,subject,docx,45.0,body:ma tran x5=45.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐỀ PHƯƠNG TRÌNH MŨ LOGA.pdf,ĐỀ PHƯƠNG TRÌNH MŨ LOGA,Toan,subject,pdfplumber,53.0,body:ham so x1=9.0; body:bat phuong trinh x3=33.0; body:cap so nhan x1=11.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
"/Users/billcipher/Documents/ĐỀ PHƯƠNG TRÌNH, HỆ PHƯƠNG TRÌNH.pdf","ĐỀ PHƯƠNG TRÌNH, HỆ PHƯƠNG TRÌNH",Toan,subject,filename,25.0,filename:he phuong trinh x1=25.0,Toan,subject,59.84,0.0,accentless,accentless:he phuong trinh x1=59.8,False
/Users/billcipher/Documents/ĐỀ SỐ 1-BÀI 1+2.pdf,ĐỀ SỐ 1-BÀI 1+2,Sinh_hoc,subject,pdfplumber,875.0,body:sinh hoc x2=32.0; body:mon sinh x1=18.0; body:mon sinh hoc x1=18.0; body:te bao nhan thuc x3=39.0; body:ribosome x3=39.0; body:nhan te bao x2=24.0; body:chu ky te bao x1=13.0; body:adn x10=140.0; body:gen x9=81.0; body:ma di truyen x6=84.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐỀ SỐ 1-BÀI 1+21.pdf,ĐỀ SỐ 1-BÀI 1+21,Sinh_hoc,subject,pdfplumber,875.0,body:sinh hoc x2=32.0; body:mon sinh x1=18.0; body:mon sinh hoc x1=18.0; body:te bao nhan thuc x3=39.0; body:ribosome x3=39.0; body:nhan te bao x2=24.0; body:chu ky te bao x1=13.0; body:adn x10=140.0; body:gen x9=81.0; body:ma di truyen x6=84.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐỀ THAM SỐ m.pdf,ĐỀ THAM SỐ m,Toan,subject,pdfplumber,300.0,body:ham so x32=288.0; body:phuong trinh duong thang x1=12.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
"/Users/billcipher/Documents/ĐỀ THI THỬ HK II, kda.docx","ĐỀ THI THỬ HK II, kda",Ngu_van,subject,docx,177.0,body:an du x1=10.0; body:nhan hoa x1=9.0; body:ngoi ke x2=20.0; body:doc hieu van ban x1=13.0; body:doc hieu x3=33.0; body:tuồng x6=66.0; body:viet bai van nghi luan x2=26.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/ĐỀ VIP ÔN TẬP VẬT LÝ. 30 đề.pdf,ĐỀ VIP ÔN TẬP VẬT LÝ. 30 đề,Vat_ly,subject,filename,70.0,filename:vat ly x1=40.0; filename_alias:vat ly x1=30.0,Vat_ly,subject,59.0,0.0,accented,accented:vật lý x1=59.0,False
/Users/billcipher/Documents/ĐỀ XÁC SUẤT BUỔI 2.pdf,ĐỀ XÁC SUẤT BUỔI 2,Toan,subject,filename,55.0,filename:xac suat x1=25.0; filename_alias:xac suat x1=30.0,Toan,subject,40.12,0.0,accented,accented:xác suất x1=40.1,False
"/Users/billcipher/Documents/ĐỌC HIỂU VB THƠ, on thi hk1 - k12 (KDA).docx","ĐỌC HIỂU VB THƠ, on thi hk1 - k12 (KDA)",Ngu_van,subject,filename,57.5,filename:doc hieu x1=27.5; filename_alias:doc hieu x1=30.0,Ngu_van,subject,44.84,0.0,accented,accented:đọc hiểu x1=44.8,False
"/Users/billcipher/Documents/ĐỌC HIỂU VB TRUYỆN, k12 (KDA).docx","ĐỌC HIỂU VB TRUYỆN, k12 (KDA)",Ngu_van,subject,filename,57.5,filename:doc hieu x1=27.5; filename_alias:doc hieu x1=30.0,Ngu_van,subject,44.84,0.0,accented,accented:đọc hiểu x1=44.8,False
/Users/billcipher/Documents/ĐỌC HIỂU VBNL.docx,ĐỌC HIỂU VBNL,Ngu_van,subject,filename,57.5,filename:doc hieu x1=27.5; filename_alias:doc hieu x1=30.0,Ngu_van,subject,44.84,0.0,accented,accented:đọc hiểu x1=44.8,False
/Users/billcipher/Documents/Đám cưới chuột.docx,Đám cưới chuột,Ngu_van,subject,docx,138.0,body:an du x3=30.0; body:cau phuc x1=9.0; body:tuồng x9=99.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Đánh giá đề thi TN THPT 2025.pdf,Đánh giá đề thi TN THPT 2025,Tin_hoc,subject,pdfplumber,1236.0,body:tin hoc x14=224.0; body:mon tin x4=72.0; body:mon tin hoc x4=72.0; body:lap trinh x4=52.0; body:thuat toan x10=140.0; body:vong lap while x1=13.0; body:python x3=33.0; body:cau truc du lieu x1=14.0; body:co so du lieu x4=52.0; body:sql x4=44.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/Đề VACT dự đoán 1000  - File đề.pdf,Đề VACT dự đoán 1000  - File đề,_Khong_xac_dinh,unknown,pdfplumber,0.0,,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,False
/Users/billcipher/Documents/đáp án K11 ĐỀ KT GIỮA KÌ 1.docx,đáp án K11 ĐỀ KT GIỮA KÌ 1,Tieng_Anh,subject,docx,168.0,body:tieng anh x3=54.0; body:mon tieng anh x3=60.0; body:anh van x3=54.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/đã chỉnh  BÁO CÁO NGHIÊN CỨU KHOA HỌC KỸ THUẬT CẤP TRƯỜNG (1).docx,đã chỉnh  BÁO CÁO NGHIÊN CỨU KHOA HỌC KỸ THUẬT CẤP TRƯỜNG (1),Tin_hoc,subject,docx,259.0,body:tin hoc x1=16.0; body:lap trinh x2=26.0; body:python x7=77.0; body:cau truc du lieu x1=14.0; body:co so du lieu x2=26.0; body:tin hoc ung dung x1=14.0; body:tri tue nhan tao x1=14.0; body:iot x6=72.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/đã chỉnh  BÁO CÁO NGHIÊN CỨU KHOA HỌC KỸ THUẬT CẤP TRƯỜNG.docx,đã chỉnh  BÁO CÁO NGHIÊN CỨU KHOA HỌC KỸ THUẬT CẤP TRƯỜNG,Tin_hoc,subject,docx,259.0,body:tin hoc x1=16.0; body:lap trinh x2=26.0; body:python x7=77.0; body:cau truc du lieu x1=14.0; body:co so du lieu x2=26.0; body:tin hoc ung dung x1=14.0; body:tri tue nhan tao x1=14.0; body:iot x6=72.0,_Khong_xac_dinh,unknown,0.0,0.0,accentless,,True
/Users/billcipher/Documents/đề ôn gk1 toán 11.docx,đề ôn gk1 toán 11,Toan,subject,filename,30.0,filename_alias:toan x1=30.0,Toan,subject,40.0,0.0,accented,accented:toán x1=40.0,False
